customer_id,email,country,signup_date,acquisition_channel,age_group,is_premium
CUST_00114,ystout@example.org,AU,2023-01-05,email,45-54,False
CUST_00115,kristinwells@example.com,SG,2023-11-22,direct,55+,False
CUST_00116,ohernandez@example.org,SG,2023-06-21,email,45-54,False
CUST_00117,kmcguire@example.org,IN,2023-10-30,direct,45-54,False
CUST_00118,shafferashley@example.net,AU,2023-12-30,referral,55+,True
CUST_00119,hjones@example.org,SG,2023-11-03,direct,18-24,True
CUST_00120,michael45@example.org,IN,2023-11-29,social,25-34,True
CUST_00121,hawkinssean@example.org,IN,2023-10-22,social,35-44,False
CUST_00122,kelly60@example.net,IN,2023-10-22,social,35-44,False
CUST_00123,mariosmith@example.org,IN,2024-01-01,referral,18-24,False
CUST_00124,kirk88@example.org,IN,2023-09-29,organic,18-24,False
CUST_00125,victoriamendoza@example.com,IN,2023-07-12,organic,55+,True
CUST_00126,ggarcia@example.org,SG,2023-04-09,organic,55+,False
CUST_00127,tkane@example.net,US,2023-12-28,email,25-34,False
CUST_00128,hevans@example.org,US,2023-03-30,paid_search,35-44,True
CUST_00129,hendersonsamantha@example.net,AU,2023-01-20,referral,45-54,False
CUST_00130,ghines@example.net,IN,2023-06-04,direct,25-34,True
CUST_00131,slane@example.com,GB,2023-08-23,referral,18-24,False
CUST_00132,kgutierrez@example.net,US,2024-03-15,email,55+,False
CUST_00133,reedalexander@example.com,IN,2023-10-15,direct,35-44,True
CUST_00134,shelley16@example.org,GB,2023-11-23,organic,45-54,False
CUST_00135,amy36@example.net,GB,2024-05-08,social,25-34,False
CUST_00136,underwoodnicole@example.net,AU,2024-02-10,email,55+,False
CUST_00137,williamsamanda@example.com,US,2024-02-23,social,45-54,False
CUST_00138,markcoleman@example.org,IN,2024-04-05,paid_search,18-24,False
CUST_00139,fuentesjake@example.org,IN,2023-12-17,social,55+,False
CUST_00140,orozcochristopher@example.net,IN,2023-10-22,social,35-44,True
CUST_00141,maxsolomon@example.net,IN,2023-06-14,email,35-44,False
CUST_00142,patricia49@example.com,US,2024-04-08,email,55+,True
CUST_00143,thomas08@example.com,IN,2023-05-29,direct,45-54,False
CUST_00144,camachobrandon@example.org,US,2023-07-06,direct,45-54,False
CUST_00145,jfreeman@example.com,IN,2023-01-14,paid_search,45-54,False
CUST_00146,cynthiaherrera@example.net,US,2023-08-26,email,45-54,False
CUST_00147,curtis40@example.com,SG,2023-09-25,direct,55+,False
CUST_00148,lwalters@example.org,SG,2024-06-29,email,35-44,False
CUST_00149,susan38@example.com,IN,2023-05-30,direct,55+,False
CUST_00150,frederickcarla@example.com,IN,2024-06-20,paid_search,45-54,False
CUST_00151,charlescastillo@example.net,AU,2024-04-02,referral,55+,False
CUST_00152,heather53@example.com,GB,2023-03-20,email,25-34,False
CUST_00153,gordonhall@example.net,IN,2023-08-23,referral,25-34,False
CUST_00154,reesesamantha@example.com,SG,2023-02-12,direct,25-34,False
CUST_00155,cford@example.net,IN,2024-01-17,organic,55+,False
CUST_00156,dbates@example.org,SG,2024-01-07,paid_search,18-24,False
CUST_00157,kpetersen@example.com,IN,2024-01-07,organic,45-54,False
CUST_00158,ohaynes@example.com,US,2024-03-24,organic,25-34,True
CUST_00159,jeremy85@example.net,AU,2024-03-13,organic,25-34,True
CUST_00160,jtyler@example.net,US,2023-11-20,referral,25-34,False
CUST_00161,susanjames@example.org,SG,2023-10-23,social,35-44,False
CUST_00162,gary95@example.net,IN,2023-11-30,referral,18-24,False
CUST_00163,angela70@example.net,AU,2023-03-19,paid_search,25-34,False
CUST_00164,pageelizabeth@example.com,IN,2023-03-05,paid_search,55+,True
CUST_00165,potterchristine@example.org,SG,2023-01-03,direct,55+,False
CUST_00166,cynthia89@example.com,IN,2023-01-26,direct,35-44,False
CUST_00167,mercadopaul@example.com,IN,2023-12-19,paid_search,35-44,False
CUST_00168,kjenkins@example.net,SG,2024-04-30,paid_search,45-54,True
CUST_00169,briannielsen@example.org,US,2023-06-24,email,25-34,True
CUST_00170,matthewmiller@example.org,US,2023-05-09,referral,55+,False
CUST_00171,martinezholly@example.com,IN,2023-12-08,direct,35-44,False
CUST_00172,garrett99@example.com,SG,2023-07-31,social,45-54,True
CUST_00173,sandragray@example.com,GB,2023-01-31,direct,35-44,False
CUST_00174,stacey23@example.com,IN,2023-01-21,direct,55+,False
CUST_00175,foleyjennifer@example.org,AU,2023-01-17,direct,35-44,False
CUST_00176,christy33@example.net,SG,2023-05-17,direct,45-54,False
CUST_00177,jordanjackson@example.com,AU,2023-05-21,social,45-54,False
CUST_00178,paula65@example.net,IN,2024-01-01,email,35-44,False
CUST_00179,kennethbrown@example.net,IN,2023-05-05,direct,45-54,False
CUST_00180,brittany83@example.com,GB,2023-11-08,referral,18-24,False
CUST_00181,garyavila@example.net,IN,2023-09-02,organic,45-54,False
CUST_00182,denise93@example.org,US,2023-01-01,referral,45-54,False
CUST_00183,richardlarson@example.org,SG,2023-05-26,referral,45-54,False
CUST_00184,sparksbrittney@example.net,IN,2023-02-10,referral,25-34,False
CUST_00185,james72@example.net,GB,2023-12-07,social,18-24,True
CUST_00186,vgreen@example.com,US,2024-05-04,paid_search,25-34,False
CUST_00187,lauramoore@example.com,SG,2023-01-11,organic,25-34,False
CUST_00188,ylam@example.com,SG,2023-03-30,organic,25-34,False
CUST_00189,wcarr@example.net,SG,2023-08-15,email,45-54,False
CUST_00190,jeremygray@example.net,IN,2024-01-02,referral,25-34,False
CUST_00191,lgray@example.org,SG,2024-04-10,paid_search,18-24,False
CUST_00192,olsenbradley@example.net,IN,2023-11-19,referral,35-44,False
CUST_00193,laurenthompson@example.org,US,2023-08-08,referral,55+,False
CUST_00194,garciakaren@example.com,GB,2024-01-16,social,55+,False
CUST_00195,james48@example.net,SG,2023-09-16,referral,45-54,False
CUST_00196,elizabethwilliams@example.com,GB,2023-09-07,direct,25-34,False
CUST_00197,kathleen39@example.org,GB,2023-07-01,social,18-24,False
CUST_00198,landrydeborah@example.net,US,2024-01-03,social,45-54,False
CUST_00199,nelsonjulian@example.org,AU,2024-05-21,social,18-24,True
CUST_00200,aaronsawyer@example.com,IN,2024-04-03,organic,45-54,True
CUST_00201,halldebbie@example.net,IN,2023-12-21,paid_search,45-54,False
CUST_00202,novakcynthia@example.com,IN,2023-04-30,email,35-44,False
CUST_00203,mgarcia@example.org,US,2023-11-05,email,55+,False
CUST_00204,meyerjorge@example.org,US,2023-09-03,social,55+,True
CUST_00205,turnerray@example.com,IN,2023-02-23,direct,35-44,False
CUST_00206,mitchelldebra@example.net,SG,2023-03-12,organic,18-24,False
CUST_00207,rchase@example.org,IN,2024-06-23,organic,18-24,False
CUST_00208,allisonpacheco@example.org,IN,2023-02-13,email,45-54,True
CUST_00209,shawrachel@example.org,SG,2024-02-17,direct,25-34,True
CUST_00210,fperry@example.net,US,2023-03-03,social,55+,False
CUST_00211,jasongibson@example.org,AU,2024-01-22,paid_search,25-34,False
CUST_00212,justin02@example.com,SG,2023-07-17,direct,18-24,False
CUST_00213,denise87@example.com,AU,2023-12-28,direct,55+,True
CUST_00214,vfrank@example.net,AU,2023-12-10,referral,35-44,False
CUST_00215,francisrichard@example.net,US,2023-11-26,social,35-44,True
CUST_00216,brendavasquez@example.net,GB,2023-10-26,organic,25-34,False
CUST_00217,amyburton@example.net,SG,2023-10-06,direct,35-44,True
CUST_00218,hughesamy@example.net,IN,2024-05-26,organic,55+,False
CUST_00219,smithmegan@example.org,AU,2023-02-08,direct,45-54,False
CUST_00220,rickyjohnson@example.org,US,2023-08-11,paid_search,55+,False
CUST_00221,wbell@example.com,US,2023-06-20,referral,35-44,False
CUST_00222,pricekatherine@example.net,US,2024-05-27,paid_search,18-24,False
CUST_00223,laurameza@example.com,IN,2024-05-17,social,18-24,False
CUST_00224,walshchristopher@example.net,IN,2023-04-13,email,35-44,False
CUST_00225,marshallgabriela@example.org,IN,2023-05-17,referral,35-44,False
CUST_00226,obailey@example.org,GB,2023-07-31,email,45-54,False
CUST_00227,matthewmoore@example.org,US,2023-08-18,email,18-24,False
CUST_00228,michellewagner@example.net,IN,2023-02-28,paid_search,45-54,False
CUST_00229,ialvarez@example.net,IN,2024-03-08,social,18-24,False
CUST_00230,susan76@example.net,SG,2023-04-06,direct,35-44,False
CUST_00231,sjones@example.net,AU,2024-05-10,organic,25-34,False
CUST_00232,graymiranda@example.net,GB,2024-04-26,referral,35-44,False
CUST_00233,christie89@example.net,US,2023-06-21,direct,45-54,False
CUST_00234,dawn19@example.org,US,2023-08-23,organic,25-34,True
CUST_00235,annegarner@example.org,IN,2023-01-29,social,18-24,True
CUST_00236,wayneallen@example.com,IN,2024-02-22,social,35-44,False
CUST_00237,sbryan@example.com,AU,2024-06-24,social,55+,False
CUST_00238,christiedavis@example.com,GB,2023-05-01,direct,18-24,False
CUST_00239,laurenvaughn@example.net,SG,2024-04-23,email,18-24,False
CUST_00240,smithtiffany@example.org,SG,2023-06-18,paid_search,35-44,True
CUST_00241,joshuaosborne@example.org,IN,2024-06-16,direct,35-44,True
CUST_00242,simmonsashley@example.net,IN,2023-08-03,organic,45-54,True
CUST_00243,josephrose@example.net,US,2023-06-14,referral,18-24,True
CUST_00244,smithjerry@example.net,IN,2023-09-17,paid_search,55+,False
CUST_00245,zwatkins@example.net,IN,2024-03-06,paid_search,25-34,False
CUST_00246,robert39@example.org,US,2023-04-25,referral,18-24,False
CUST_00247,josereyes@example.org,AU,2023-04-23,referral,35-44,False
CUST_00248,munozjack@example.net,US,2023-03-27,organic,25-34,True
CUST_00249,tara20@example.org,SG,2023-07-04,organic,25-34,False
CUST_00250,vjohnson@example.net,US,2023-04-09,referral,18-24,False
CUST_00251,emilyle@example.org,SG,2024-01-05,email,55+,False
CUST_00252,alexanderjuarez@example.org,SG,2023-12-18,referral,18-24,False
CUST_00253,kelleymary@example.com,SG,2024-05-26,social,18-24,True
CUST_00254,beardkyle@example.com,GB,2024-01-08,social,18-24,False
CUST_00255,christinacarroll@example.org,IN,2023-12-11,organic,35-44,False
CUST_00256,charles81@example.com,IN,2023-02-21,referral,55+,False
CUST_00257,nicoleshaw@example.org,IN,2023-09-10,referral,55+,False
CUST_00258,walkersusan@example.net,US,2024-01-28,organic,18-24,False
CUST_00259,melissabyrd@example.net,GB,2024-05-20,referral,25-34,False
CUST_00260,kimberlydawson@example.net,SG,2023-06-27,social,45-54,False
CUST_00261,bonnie54@example.org,IN,2023-03-15,email,35-44,False
CUST_00262,christopherhaas@example.org,US,2023-04-29,social,18-24,True
CUST_00263,christopher99@example.net,IN,2023-03-08,organic,35-44,False
CUST_00264,sara49@example.com,IN,2024-03-08,referral,55+,False
CUST_00265,lisa71@example.net,SG,2023-04-05,direct,45-54,False
CUST_00266,sandra34@example.org,AU,2023-02-09,referral,35-44,False
CUST_00267,christinepalmer@example.com,SG,2024-03-24,paid_search,45-54,False
CUST_00268,eaguilar@example.net,IN,2023-03-26,referral,35-44,True
CUST_00269,ycunningham@example.com,SG,2023-08-05,social,55+,False
CUST_00270,hwilliamson@example.org,US,2024-04-27,direct,55+,True
CUST_00271,sarah87@example.org,GB,2024-05-25,email,18-24,True
CUST_00272,tayloralison@example.org,US,2024-06-29,email,35-44,True
CUST_00273,wjohnson@example.org,SG,2023-04-22,social,18-24,True
CUST_00274,richardsgabrielle@example.org,AU,2024-05-06,organic,55+,False
CUST_00275,teverett@example.net,SG,2023-11-23,paid_search,35-44,False
CUST_00276,patrickramos@example.com,US,2023-09-09,referral,55+,True
CUST_00277,estesbrian@example.org,IN,2023-02-10,referral,18-24,False
CUST_00278,parellano@example.org,SG,2023-07-31,social,45-54,False
CUST_00279,tiffany34@example.net,IN,2023-11-18,referral,18-24,False
CUST_00280,sandrafreeman@example.com,IN,2023-03-28,direct,55+,False
CUST_00281,hollyfernandez@example.com,IN,2024-06-02,paid_search,45-54,False
CUST_00282,jamescastro@example.org,IN,2023-02-12,email,25-34,False
CUST_00283,donald36@example.com,IN,2023-07-18,organic,18-24,False
CUST_00284,craig61@example.com,IN,2023-12-01,social,55+,False
CUST_00285,ypearson@example.org,SG,2024-01-24,direct,35-44,True
CUST_00286,allenjames@example.org,SG,2023-02-02,social,18-24,False
CUST_00287,lmoody@example.com,SG,2024-03-23,social,45-54,False
CUST_00288,longmaria@example.org,IN,2023-11-11,email,25-34,False
CUST_00289,andrewlarsen@example.com,SG,2024-04-25,direct,35-44,True
CUST_00290,salaslauren@example.net,IN,2023-03-24,referral,45-54,False
CUST_00291,henryobrien@example.org,GB,2023-11-04,direct,35-44,False
CUST_00292,fhughes@example.com,IN,2023-05-11,direct,18-24,False
CUST_00293,zwillis@example.com,AU,2023-05-31,email,35-44,False
CUST_00294,mary75@example.net,GB,2024-05-16,paid_search,18-24,True
CUST_00295,nrodriguez@example.net,IN,2023-06-03,paid_search,18-24,True
CUST_00296,christopher33@example.org,SG,2024-05-02,referral,55+,False
CUST_00297,steven59@example.com,US,2024-03-14,referral,35-44,False
CUST_00298,melissajohnson@example.org,IN,2024-05-02,social,18-24,False
CUST_00299,paula29@example.com,IN,2024-05-05,email,55+,True
CUST_00300,vevans@example.org,IN,2024-01-30,social,45-54,True
CUST_00301,qriley@example.org,GB,2023-10-14,organic,18-24,False
CUST_00302,courtneygibbs@example.net,IN,2024-01-29,referral,55+,False
CUST_00303,tara17@example.com,SG,2023-02-01,referral,25-34,False
CUST_00304,brian30@example.com,SG,2024-01-05,organic,45-54,True
CUST_00305,christy11@example.com,AU,2023-09-24,organic,55+,False
CUST_00306,rebekah10@example.net,IN,2023-01-31,social,45-54,False
CUST_00307,rubioisaiah@example.org,IN,2024-04-18,email,35-44,False
CUST_00308,amanda01@example.org,US,2023-09-20,organic,35-44,True
CUST_00309,smithpreston@example.com,SG,2023-03-15,social,35-44,False
CUST_00310,brownsteven@example.org,AU,2024-05-24,referral,25-34,False
CUST_00311,alexis57@example.org,US,2024-03-28,email,35-44,False
CUST_00312,lbuchanan@example.org,US,2024-06-26,paid_search,55+,False
CUST_00313,david40@example.org,IN,2023-03-07,social,35-44,False
CUST_00314,albert14@example.net,US,2024-06-04,direct,55+,True
CUST_00315,popedavid@example.net,SG,2024-06-04,email,18-24,False
CUST_00316,justinmoore@example.com,AU,2023-05-21,email,45-54,True
CUST_00317,lopezcathy@example.org,IN,2023-04-17,email,18-24,False
CUST_00318,reginalddiaz@example.net,GB,2024-02-24,referral,18-24,False
CUST_00319,sheila89@example.net,IN,2024-04-25,social,25-34,True
CUST_00320,hoconnor@example.net,US,2024-06-22,paid_search,45-54,True
CUST_00321,marksjohn@example.org,US,2023-10-10,paid_search,45-54,False
CUST_00322,henryjimmy@example.com,IN,2023-12-15,paid_search,35-44,False
CUST_00323,ashley61@example.net,AU,2023-12-31,paid_search,35-44,False
CUST_00324,robertryan@example.org,AU,2024-03-19,social,35-44,False
CUST_00325,adamwilson@example.com,SG,2024-01-26,paid_search,25-34,False
CUST_00326,iwang@example.org,GB,2023-04-18,organic,45-54,False
CUST_00327,wudestiny@example.net,AU,2024-03-06,direct,55+,False
CUST_00328,smithheather@example.net,IN,2023-08-10,paid_search,35-44,False
CUST_00329,rzimmerman@example.com,IN,2024-02-03,social,18-24,False
CUST_00330,amanda11@example.net,GB,2023-06-22,email,18-24,False
CUST_00331,gsanders@example.net,SG,2023-11-04,paid_search,45-54,False
CUST_00332,davidsims@example.net,IN,2023-10-19,email,18-24,False
CUST_00333,jennifer51@example.com,IN,2024-05-19,paid_search,25-34,True
CUST_00334,cookjames@example.org,US,2024-01-02,paid_search,45-54,False
CUST_00335,thurley@example.com,AU,2023-01-05,organic,35-44,False
CUST_00336,james55@example.org,SG,2023-04-27,direct,55+,False
CUST_00337,asantos@example.net,US,2023-03-28,paid_search,35-44,True
CUST_00338,potterkatherine@example.net,SG,2023-07-05,referral,45-54,True
CUST_00339,vasquezkiara@example.org,SG,2024-01-24,organic,55+,False
CUST_00340,barrettmary@example.com,IN,2023-04-22,organic,55+,False
CUST_00341,timothy56@example.net,SG,2024-03-19,direct,18-24,False
CUST_00342,pstafford@example.net,IN,2023-10-08,referral,55+,False
CUST_00343,hlewis@example.org,SG,2024-01-30,social,45-54,True
CUST_00344,qriley@example.net,AU,2023-10-28,email,18-24,False
CUST_00345,carpentermichael@example.com,IN,2023-02-22,direct,18-24,False
CUST_00346,elliottmatthew@example.net,IN,2023-09-16,email,55+,False
CUST_00347,karencrawford@example.org,IN,2024-05-14,direct,45-54,False
CUST_00348,rgoodman@example.net,US,2024-01-07,paid_search,18-24,False
CUST_00349,wilsonsteven@example.org,IN,2023-12-22,paid_search,18-24,False
CUST_00350,raymond51@example.org,IN,2023-02-02,email,55+,False
CUST_00351,martinmegan@example.com,SG,2024-02-26,organic,25-34,False
CUST_00352,jennaflores@example.com,GB,2023-02-07,email,35-44,True
CUST_00353,wrightteresa@example.org,SG,2023-10-13,social,45-54,False
CUST_00354,frivers@example.com,IN,2023-10-28,paid_search,45-54,False
CUST_00355,uclark@example.com,AU,2023-10-13,referral,35-44,False
CUST_00356,petersontyler@example.org,IN,2023-11-26,referral,25-34,False
CUST_00357,brenda08@example.com,IN,2023-09-07,email,35-44,False
CUST_00358,lisa43@example.net,US,2024-04-13,paid_search,45-54,False
CUST_00359,john82@example.com,US,2023-02-02,email,55+,False
CUST_00360,scott88@example.net,US,2023-08-02,organic,18-24,False
CUST_00361,matthew54@example.net,IN,2023-11-12,direct,25-34,False
CUST_00362,lreed@example.com,GB,2023-04-21,direct,45-54,True
CUST_00363,evansbenjamin@example.net,IN,2023-02-22,direct,35-44,False
CUST_00364,hubbardjuan@example.org,IN,2024-03-16,paid_search,45-54,False
CUST_00365,toddedwards@example.org,SG,2023-10-16,organic,55+,True
CUST_00366,cmoss@example.org,IN,2023-10-13,direct,35-44,False
CUST_00367,deanbrown@example.net,IN,2023-03-30,paid_search,45-54,False
CUST_00368,klewis@example.com,IN,2024-03-12,email,45-54,False
CUST_00369,ejimenez@example.net,IN,2024-04-20,social,25-34,True
CUST_00370,olivia22@example.com,SG,2023-02-27,direct,45-54,False
CUST_00371,rhanson@example.net,AU,2024-06-13,email,35-44,False
CUST_00372,leejane@example.com,SG,2024-03-03,email,25-34,False
CUST_00373,david10@example.net,US,2024-06-27,email,55+,False
CUST_00374,glewis@example.org,US,2023-06-06,paid_search,45-54,True
CUST_00375,janet93@example.org,SG,2024-03-06,social,55+,True
CUST_00376,susanwilliams@example.com,IN,2023-03-08,social,45-54,False
CUST_00377,kim10@example.com,GB,2023-11-15,organic,25-34,False
CUST_00378,tayloramanda@example.net,IN,2024-05-13,social,55+,False
CUST_00379,gcummings@example.org,US,2024-03-04,paid_search,25-34,False
CUST_00380,janice10@example.org,GB,2023-02-13,referral,25-34,False
CUST_00381,jgolden@example.org,IN,2023-05-06,direct,25-34,False
CUST_00382,jacobwilliams@example.org,GB,2024-02-08,organic,35-44,True
CUST_00383,rivasjeremy@example.net,IN,2024-03-03,direct,35-44,False
CUST_00384,edwin46@example.net,SG,2023-03-14,paid_search,55+,False
CUST_00385,roberta45@example.com,IN,2023-04-30,referral,55+,False
CUST_00386,kjarvis@example.com,IN,2024-03-13,organic,18-24,True
CUST_00387,armstrongkarl@example.com,US,2024-05-13,email,25-34,False
CUST_00388,rodneysteele@example.net,US,2023-11-20,organic,45-54,False
CUST_00389,pettyamanda@example.org,IN,2024-02-28,email,45-54,False
CUST_00390,pruitttiffany@example.net,SG,2024-06-16,social,18-24,False
CUST_00391,melliott@example.net,SG,2023-05-03,social,45-54,False
CUST_00392,wsimmons@example.org,IN,2024-04-16,direct,35-44,False
CUST_00393,alexismacdonald@example.org,AU,2023-09-26,paid_search,35-44,False
